,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,successfulBlitz
8743,3,8,PIT,NYJ,87,0.5398320895522388,0.5607909942771077,10.0,10.150668495236966,261.4055970149253,242.28947761194027,280.2755970149254,238.33671641791045,0.0,0.0,0.0,0.0,276.78569651741293,184.15960199004977,277.5683208955224,180.70787313432837,0.0,0.0,1
8744,2,4,NYJ,NYJ,97,0.7319910940857789,0.476292454955214,10.0,8.179007145200128,56.064122137404574,101.59106870229006,90.24103053435115,170.3953435114504,0.0,0.0,0.0,0.0,114.8949109414758,200.1712468193384,111.10015267175572,184.7118320610687,270.44412213740463,126.0025954198473,1
8745,2,10,BAL,MIA,96,,,,,,,,,,,,,,,,,,,0
8747,1,1,LAC,KC,109,,,,,,,,,,,,,,,,,,,1
8748,2,10,IND,TEN,66,0.6425866666666666,0.4836888461488591,11.0,8.328514606570126,286.54344,224.04976,258.6862,160.26492,0.0,0.0,0.0,0.0,234.81224,147.51045333333332,0.0,0.0,255.03268,97.79976,0
8749,1,10,CLE,ATL,91,0.3557954545454545,0.480771344606494,8.0,8.873162714676429,248.25295454545457,247.47318181818184,259.46914141414146,175.3758080808081,0.0,0.0,0.0,0.0,278.7735606060606,187.08969696969697,262.18969696969697,139.0851515151515,264.5057575757575,83.74848484848485,0
8750,3,1,ARI,ARI,90,,,,,,,,,,,,,,,,,,,1
8753,4,3,NE,BAL,77,,,,,,,,,,,,,,,,,,,1
8754,1,10,DAL,DAL,90,0.1796710526315789,0.2717574134552381,9.0,9.427669323209846,93.39868421052633,132.94526315789471,96.45105263157896,177.48749999999998,0.0,0.0,0.0,0.0,120.47039473684212,119.00802631578944,0.0,0.0,101.14894736842103,159.77429824561403,0
8756,4,1,BAL,MIA,73,,,,,,,,,,,,,,,,,,,0
8762,4,1,BUF,TEN,85,,,,,,,,,,,,,,,,,,,0
8764,1,10,NYJ,CLE,95,,,,,,,,,,,,,,,,,,,1
8765,1,10,SF,LA,63,0.3160922787193974,0.4255556462973243,7.0,8.58118906921102,221.60875706214688,217.28627118644067,269.8097740112994,216.40412429378532,0.0,0.0,0.0,0.0,259.6872316384181,152.96409604519775,248.8165254237288,174.07138418079097,0.0,0.0,1
8767,2,10,MIA,BAL,62,,,,,,,,,,,,,,,,,,,1
8768,4,5,PHI,DET,70,0.5543492063492064,0.5042577481268994,9.0,10.141451929438178,265.5207619047619,203.06742857142856,273.8669523809524,209.3490476190476,0.0,0.0,0.0,0.0,275.6513650793651,220.66780952380952,0.0,0.0,260.7059047619048,166.37933333333336,1
8769,1,10,NYG,NYG,70,0.6363690476190477,0.4371004234921902,11.0,6.785266971339274,97.99107142857144,182.2655357142857,85.64940476190476,199.99910714285713,0.0,0.0,0.0,0.0,89.9789880952381,165.0627380952381,80.93035714285715,195.25488095238097,97.05666666666669,294.5811904761905,1
8771,2,14,JAX,WAS,96,0.417827380952381,0.3496731646478482,8.0,9.103613470821,256.5916666666667,219.3138095238095,294.3472619047619,291.58309523809515,0.0,0.0,0.0,0.0,261.95119047619045,156.20531746031745,265.2838095238095,151.1825,275.94500000000005,206.2213095238095,1
8777,2,5,KC,LAC,81,,,,,,,,,,,,,,,,,,,1
8779,1,10,NYG,NYG,93,0.6975533333333332,0.4295833277611305,11.0,7.501594731766922,94.97768,157.5336,89.52172,181.15216,0.0,0.0,0.0,0.0,103.54832,187.09568,0.0,0.0,109.51276,268.14828,0
8801,1,10,DET,MIN,73,,,,,,,,,,,,,,,,,,,0
8805,2,1,CAR,CAR,76,0.3578174603085906,0.4990003355183631,6.0,11.8787406290727,113.81992063492063,186.72214285714287,0.0,0.0,0.0,0.0,0.0,0.0,109.33285714285714,227.53724867724864,96.30158730158732,147.93746031746034,118.53142857142856,273.3520634920635,0
8811,3,10,ARI,LA,91,,,,,,,,,,,,,,,,,,,1
8820,1,10,IND,IND,85,0.763837209294336,0.4835739298060187,11.0,8.948924113031612,105.7584496124031,222.1403875968992,93.60511627906976,232.56364341085276,0.0,0.0,0.0,0.0,103.26299741602068,208.9602325581396,100.82806201550387,188.91612403100777,83.35852713178295,269.6445736434108,0
8824,1,10,NYJ,BAL,62,0.5348453608247422,0.4376250198213774,6.0,9.061563433245375,287.04603092783503,239.4262886597938,264.98835051546394,167.97742268041236,0.0,0.0,0.0,0.0,261.8228865979381,181.0270618556701,284.06030927835053,104.55453608247424,263.8862886597938,207.33798969072168,0
8826,2,2,CAR,CAR,68,0.4655864197530864,0.4166661339186308,9.0,9.473341219987953,91.04558024691356,131.66395061728394,76.44548148148148,146.576962962963,73.64496296296295,121.14185185185188,0.0,0.0,110.1848148148148,222.37500000000003,104.63177777777778,174.37251851851852,116.2837037037037,289.61014814814814,0
8827,2,3,NO,NO,91,0.8539561403508772,0.472528133447201,11.0,8.929204596024517,98.26236842105264,197.08357894736844,74.65426315789473,154.29336842105263,0.0,0.0,0.0,0.0,123.40421052631577,263.6276315789474,96.5141052631579,260.82989473684205,110.3422105263158,322.2334736842105,1
8828,1,10,NYG,TEN,99,0.6876094890534515,0.5609514823289456,8.0,7.985301522926924,246.22470802919705,193.47923357664232,269.6044160583942,223.7656204379562,0.0,0.0,0.0,0.0,250.765,205.3355474452555,0.0,0.0,275.9124817518248,191.81408759124088,1
8832,1,10,PIT,PIT,74,,,,,,,,,,,,,,,,,,,0
8839,2,12,DET,DET,71,0.558003300330033,0.4153225460016734,9.0,10.124217904433417,122.709900990099,85.68465346534653,80.07762376237623,110.45673267326734,0.0,0.0,70.79504950495051,87.32247524752475,89.01052805280528,157.61402640264026,82.22158415841585,192.55797029702973,0.0,0.0,0
8847,2,2,IND,KC,74,,,,,,,,,,,,,,,,,,,0
8848,2,10,CHI,NYG,87,0.7698792270531402,0.5236651373932861,7.0,7.695561953278965,285.16456521739127,229.4209420289855,258.007536231884,190.11246376811596,272.66623188405805,213.4868115942029,0.0,0.0,263.309806763285,186.36217391304348,295.6863768115942,134.67391304347825,277.7092753623188,205.31202898550723,1
8856,1,10,BUF,TEN,76,,,,,,,,,,,,,,,,,,,0
8857,3,1,TEN,IND,77,0.671497175096571,0.521203420852809,10.0,7.428375726023076,280.34542372881356,170.4471186440678,0.0,0.0,288.6377118644067,218.4930508474576,0.0,0.0,295.98282485875706,189.2480790960452,0.0,0.0,276.6482627118644,151.46169491525427,0
8862,3,6,ARI,KC,104,0.2851598175040118,0.3377249426072883,9.0,9.253637965667377,275.77712328767126,222.12431506849316,258.69767123287664,175.89767123287672,0.0,0.0,0.0,0.0,257.08648401826485,207.41684931506853,240.79684931506853,249.3176712328767,265.00164383561645,182.49958904109587,1
8867,1,10,CHI,CHI,86,0.7505504587155963,0.6364595967952997,9.0,6.963308564215995,82.6584403669725,182.03596330275232,95.54082568807338,131.49100917431193,83.72770642201833,131.66119266055046,0.0,0.0,108.3805504587156,250.8888990825688,97.28577981651374,174.68596330275224,90.70403669724767,250.57330275229356,0
8877,2,10,LA,LA,65,0.2633333333333333,0.286370971527027,7.0,11.214730317330703,103.29,109.72,79.0,48.22,98.99,145.28,0.0,0.0,90.95333333333332,103.33333333333331,87.58,262.55,92.79,196.38,0
8878,1,5,NYJ,MIA,105,0.3321951219456164,0.4820107439135191,11.0,6.205491479410086,258.8165853658537,202.02853658536583,287.96500000000003,179.10030487804875,0.0,0.0,0.0,0.0,264.1159756097561,221.77439024390245,276.73573170731703,205.6078048780487,94.13731707317072,265.34597560975607,0
8879,2,8,NO,NO,83,0.5689942528735632,0.3740828241447557,9.0,7.673307885991721,148.91402298850576,210.10172413793103,89.4901724137931,166.51672413793102,0.0,0.0,0.0,0.0,103.72977011494255,260.7877586206897,88.27229885057471,246.1889655172414,93.41367816091952,284.58988505747135,1
8883,2,11,NYG,CAR,80,,,,,,,,,,,,,,,,,,,0
8884,1,10,GB,NE,65,0.4790166666666667,0.3855132733664251,9.0,9.608601501869206,280.0994,251.83866666666668,283.58686666666665,197.6860333333333,0.0,0.0,0.0,0.0,269.6686444444444,148.25699999999998,0.0,0.0,259.80243333333334,152.18053333333336,0
8886,1,10,TB,ATL,68,0.2638425925448192,0.4003182537453783,5.0,10.81191955581674,250.6201388888889,194.80875,259.7994444444444,177.79847222222222,0.0,0.0,0.0,0.0,228.53388888888895,160.0025,258.1336111111111,132.8516666666667,304.745,159.4938888888889,0
8891,3,10,JAX,JAX,94,,,,,,,,,,,,,,,,,,,1
8892,2,6,GB,GB,66,0.5444166666666667,0.3077268128517549,10.0,8.045214375061434,85.51218181818179,128.15018181818184,110.10254545454548,209.48527272727273,84.97945454545453,168.86063636363642,0.0,0.0,119.66854545454544,233.4032121212121,110.10736363636364,270.8924545454545,109.93018181818182,147.95809090909088,0
8893,1,10,NO,TB,68,,,,,,,,,,,,,,,,,,,1
8894,2,11,DET,DET,86,0.6807070707070708,0.5066153748821625,9.0,8.970624538647275,124.7057575757576,70.5060606060606,88.23287878787878,127.36186868686868,0.0,0.0,86.73939393939393,118.59393939393938,109.07255892255893,207.68343434343436,111.82121212121211,197.75050505050507,0.0,0.0,0
8901,1,10,DET,MIN,71,,,,,,,,,,,,,,,,,,,0
8902,2,8,WAS,WAS,72,0.4785185185185185,0.4490234622920458,10.0,8.040455530720248,89.24574074074074,144.13101851851854,113.02805555555553,173.98370370370372,0.0,0.0,0.0,0.0,80.41663580246913,171.00237654320986,99.58009259259258,138.78629629629629,82.28055555555555,271.7661111111111,0
8904,1,10,CLE,NYJ,71,,,,,,,,,,,,,,,,,,,0
8907,1,10,DET,PHI,94,0.5853046595830617,0.4546942607985068,9.0,7.592149756326082,0.0,0.0,264.9151075268817,220.64069892473117,0.0,0.0,0.0,0.0,249.66498207885303,152.7936917562724,274.0812903225807,156.25559139784946,0.0,0.0,1
8908,3,7,BUF,BAL,70,0.5944047618951617,0.4155124258444334,9.0,10.79163384606406,249.54474789915963,222.71340336134455,0.0,0.0,0.0,0.0,0.0,0.0,263.6110504201681,233.41436974789912,270.38130252100837,140.22915966386554,264.2456722689075,184.9765966386555,0
8915,2,7,LA,SF,103,0.4559074074074074,0.50971147781023,10.0,9.154953863055626,0.0,0.0,260.5710740740741,193.57085185185184,0.0,0.0,0.0,0.0,259.7057037037037,232.8899012345679,258.2494814814815,150.96666666666667,310.38592592592596,269.88962962962955,1
8919,2,7,LA,LA,82,0.4791230936403628,0.4915520599434377,9.0,7.910212613519487,82.6401633986928,142.1147385620915,0.0,0.0,0.0,0.0,0.0,0.0,96.04644880174293,178.04061002178645,87.87039215686275,95.30915032679738,82.14601307189542,233.59555555555556,1
8932,3,1,SEA,SEA,82,0.5522336769759449,0.303976704571142,9.0,7.454096553597386,76.35644329896908,155.41726804123712,77.70319587628865,177.400206185567,0.0,0.0,0.0,0.0,93.01969072164948,187.52841924398624,83.52268041237114,200.1622680412371,100.72268041237112,238.52154639175265,0
8940,2,10,SF,SF,75,,,,,,,,,,,,,,,,,,,0
8943,4,1,DET,DET,65,0.7994179894179895,0.6440415201362514,10.0,7.154160004663448,69.73492063492064,156.5953968253968,78.19095238095238,151.71555555555557,0.0,0.0,0.0,0.0,105.78920634920637,153.7949206349206,0.0,0.0,90.93026455026455,144.00375661375662,1
8945,3,7,CHI,CHI,75,0.6352147239913635,0.7011286031129936,10.0,8.807812888577075,0.0,0.0,105.08481595092027,135.64745398773007,0.0,0.0,0.0,0.0,97.6660327198364,201.61067484662576,125.36687116564418,183.5893865030675,99.30460122699388,278.75920245398777,1
8946,2,11,IND,IND,80,0.4821458333238649,0.3851332663608497,6.0,10.469616529177284,98.37831250000002,151.1028125,81.52950000000001,101.412,0.0,0.0,0.0,0.0,100.21175,208.43340625,97.63387500000002,226.63425,0.0,0.0,0
8947,2,1,CIN,NYJ,104,,,,,,,,,,,,,,,,,,,1
8958,2,6,CLE,NYJ,82,,,,,,,,,,,,,,,,,,,1
8960,2,11,NYG,NYG,97,0.1851866666666666,0.3112065038823993,9.0,8.337099271136788,98.33328,161.34539999999998,92.4788,169.8332,0.0,0.0,0.0,0.0,103.94403999999996,198.0228,72.94007999999998,96.48968,83.40687999999996,193.59920000000005,0
8975,1,10,MIN,CHI,85,0.7086566091684262,0.5021551971135032,9.0,8.407069396986287,280.3271551724138,203.45336206896553,263.2625862068966,176.5784482758621,0.0,0.0,0.0,0.0,261.5102298850575,207.06034482758625,244.9449137931034,132.61724137931034,257.3654310344828,130.17991379310345,1
8977,2,4,NO,TB,71,,,,,,,,,,,,,,,,,,,1
8984,3,1,LA,ATL,109,,,,,,,,,,,,,,,,,,,0
8995,2,8,PHI,PHI,94,0.3152987421383647,0.3766129008254439,9.0,8.021140861193544,79.56291404612158,149.39618448637316,0.0,0.0,88.76094339622642,169.80911949685537,0.0,0.0,85.45664570230608,215.00272536687632,95.71698113207547,163.777106918239,98.90905660377358,268.4811320754717,0
8996,2,3,PHI,ARI,78,0.7158405172413793,0.5834779281528392,8.0,7.0038594441577775,269.904683908046,189.03367816091955,276.74068965517245,213.1498275862069,0.0,0.0,0.0,0.0,272.91655172413795,152.46534482758616,257.39448275862065,183.1823275862069,276.63883620689654,138.6339224137931,1
9004,1,10,WAS,WAS,88,0.8249202126802231,0.5914978356861953,10.0,8.507675437127787,0.0,0.0,87.11952127659575,197.13462765957445,0.0,0.0,0.0,0.0,92.32762411347518,170.70507092198582,0.0,0.0,86.79494680851063,269.7138829787234,0
9005,2,7,PHI,PHI,86,,,,,,,,,,,,,,,,,,,0
9006,1,10,WAS,WAS,99,0.7079597701149425,0.4928544668189227,7.0,9.438374171226137,90.06758620689656,120.09008620689656,86.2215948275862,165.3583620689655,0.0,0.0,0.0,0.0,97.67402298850574,168.32471264367817,0.0,0.0,101.75836206896552,221.0878448275862,0
9007,1,10,WAS,WAS,92,0.3050833333065112,0.4518901822875666,6.0,11.732313073661295,92.0442,104.0236,103.8394,151.4864,0.0,0.0,0.0,0.0,80.60553333333333,195.193,83.4488,137.93760000000003,92.80799999999998,204.4813,0
9008,1,10,DET,NE,68,0.5007095238095238,0.48922243329339,11.0,8.463677967765491,282.9108571428571,206.4532571428572,274.2664857142857,209.95494285714284,0.0,0.0,0.0,0.0,260.9598476190476,170.6809714285714,0.0,0.0,265.4632,171.7673142857143,0
9010,1,10,KC,TB,67,0.7124861111528654,0.4022945644087988,11.0,7.968533281377283,277.3165416666667,196.18920833333337,248.2755,124.04166666666669,0.0,0.0,0.0,0.0,275.33370833333333,94.378375,0.0,0.0,271.63825,155.18580555555556,0
9021,3,6,BAL,BAL,81,0.7502177176191598,0.9454890457663658,9.0,9.873873018753777,96.77013513513512,127.30108108108108,93.09000000000002,107.90702702702704,100.49189189189192,151.11099099099098,0.0,0.0,101.93444444444444,163.02042042042044,78.98346846846846,181.8393693693694,0.0,0.0,1
9022,2,10,TB,NO,65,,,,,,,,,,,,,,,,,,,0
9025,2,4,ARI,ARI,79,,,,,,,,,,,,,,,,,,,1
9032,1,10,SEA,ATL,61,,,,,,,,,,,,,,,,,,,0
9034,2,2,BAL,BAL,77,,,,,,,,,,,,,,,,,,,1
9036,2,3,DAL,,60,0.4773771929824562,0.5613746723240395,9.0,8.484578617073897,274.1025263157895,204.59326315789477,276.2711578947368,199.92136842105265,0.0,0.0,0.0,0.0,254.45763157894737,216.10173684210528,270.82005263157896,211.8314210526316,274.4837894736842,205.7412631578947,1
9038,2,10,CLE,CLE,85,0.7123689727030649,0.5625400127266568,11.0,9.9400716632173,120.3183647798742,150.81858490566037,97.5640566037736,180.77943396226416,0.0,0.0,0.0,0.0,91.97633123689728,163.11941299790357,68.40628930817611,232.5430817610063,106.67308176100632,145.2290566037736,0
9039,2,15,NYJ,NYJ,91,0.646283185840708,0.5565744389342315,10.0,7.084905530553539,106.86389380530971,137.35035398230087,98.86221238938052,175.10477876106194,0.0,0.0,0.0,0.0,104.77356932153393,152.36719764011798,83.24106194690265,262.9316814159292,281.4225663716814,148.17035398230087,1
9042,2,10,MIN,CHI,78,0.6335156250000001,0.6911823737083573,10.0,6.069882586034021,267.3131510416667,188.4,266.56109375000005,213.406796875,0.0,0.0,0.0,0.0,259.35658854166667,208.225703125,257.844375,228.545703125,288.29656250000005,121.97359375000002,0
9043,2,8,ATL,NO,76,0.2436200716845878,0.3984604886033342,9.0,7.73277794323082,259.51763440860213,178.79000000000002,0.0,0.0,249.09494623655917,198.85795698924733,0.0,0.0,263.9802688172043,193.23873655913977,0.0,0.0,260.85541218637997,165.85987455197133,0
9050,2,7,KC,KC,62,0.505562865497076,0.4708386872573685,10.0,7.435926208523573,91.32368421052632,174.15447368421053,119.12350877192982,157.4219298245614,0.0,0.0,0.0,0.0,110.30263157894738,205.85013157894736,0.0,0.0,95.42298245614036,197.93999999999997,1
9055,1,10,NYG,CHI,89,0.439578431372549,0.3728752722484961,10.0,7.426795153049674,287.18670588235295,180.9287647058824,270.7508235294118,188.73188235294117,0.0,0.0,0.0,0.0,244.65394117647057,211.83623529411767,264.6709411764706,279.91658823529417,249.6234117647059,141.63470588235293,0
9056,3,23,TEN,TEN,78,0.8235000000098212,0.6756572639619398,11.0,9.24664021951122,0.0,0.0,123.46181818181816,163.85527272727273,0.0,0.0,0.0,0.0,66.51748484848484,223.03481818181817,91.31459090909092,219.1238636363636,75.30172727272726,211.248,1
9058,2,15,MIA,MIA,93,,,,,,,,,,,,,,,,,,,0
9060,1,10,IND,HOU,63,0.6050809061488673,0.3519998721045371,10.0,8.232062074076685,274.82922330097085,219.24582524271844,267.96368932038837,161.88135922330096,0.0,0.0,0.0,0.0,286.1739805825243,211.07818770226535,260.4565048543689,88.57203883495146,241.7524271844661,202.87475728155343,1
9065,1,10,TEN,WAS,70,0.5895948012232416,0.556006737153817,11.0,6.932216931716954,260.9907339449542,233.77678899082568,254.8349541284404,188.42357798165136,0.0,0.0,0.0,0.0,266.07802752293577,148.42509174311925,257.6026605504587,143.8183486238532,0.0,0.0,0
9066,1,4,ATL,CLE,106,0.6269740437188497,0.5128752015527821,11.0,5.46076774014131,0.0,0.0,0.0,0.0,230.17508196721312,154.21450819672128,0.0,0.0,253.12456284153004,153.63109289617486,283.1063524590163,170.09237704918036,0.0,0.0,1
9068,2,21,IND,IND,86,,,,,,,,,,,,,,,,,,,1
9071,2,5,MIA,BAL,104,,,,,,,,,,,,,,,,,,,0
9074,1,10,BAL,BAL,75,0.2569808743169399,0.4120586842403,9.0,7.773010695780336,85.0665573770492,93.05508196721313,91.61754098360656,90.81745901639344,0.0,0.0,0.0,0.0,83.84409836065574,239.0374590163934,93.0895081967213,190.7430327868853,0.0,0.0,0
9078,1,10,CAR,CAR,70,1.1900505049906749,0.5299587826262208,8.0,10.0684937589197,0.0,0.0,105.67833333333334,82.66378787878787,0.0,0.0,0.0,0.0,73.59141414141415,129.26898989898987,173.30545454545455,158.0730303030303,103.68848484848486,241.44757575757575,1
9084,3,4,JAX,WAS,68,0.6354702969824914,0.4597347759155324,11.0,8.288308844625293,262.24891089108905,187.07851485148512,272.98831683168316,202.0866336633663,0.0,0.0,0.0,0.0,260.36966996699675,201.40590759075903,249.21198019801983,118.37435643564356,289.179504950495,139.2638613861386,1
9087,2,8,TEN,TEN,67,0.4984722222997807,0.6454022842646094,8.0,6.295392524086223,91.434875,141.71991666666665,0.0,0.0,78.06308333333332,153.42991666666666,0.0,0.0,77.14666666666668,213.4442916666667,0.0,0.0,85.78324999999998,214.7036666666667,0
9090,1,10,ATL,LA,95,,,,,,,,,,,,,,,,,,,0
9093,1,10,ATL,ATL,78,0.386686507936508,0.4673569354959777,9.0,8.589109670086048,91.94011904761904,224.6805158730159,0.0,0.0,84.36809523809522,206.534126984127,0.0,0.0,93.89861111111112,162.2504365079365,0.0,0.0,100.15420634920632,215.59084656084656,1
9095,2,3,MIN,GB,90,0.4344135802469135,0.3566437495011464,8.0,9.04417950921766,262.9734259259259,208.7862037037037,273.70018518518515,191.3923148148148,0.0,0.0,0.0,0.0,252.1519135802469,179.6958024691358,252.39629629629624,165.6183333333334,253.0527777777778,110.18407407407406,0
9101,1,10,WAS,WAS,84,0.3348858447488584,0.4970808419868136,10.0,8.587472956221756,92.71753424657534,185.40130136986303,98.45938356164385,108.11006849315068,0.0,0.0,0.0,0.0,87.1717808219178,138.00328767123284,85.0440410958904,140.6112328767123,0.0,0.0,0
9104,2,4,DAL,DAL,84,0.5446518264748326,0.4283965824612269,11.0,8.414836829054316,117.35198630136986,169.20520547945205,98.12051369863012,191.69753424657537,0.0,0.0,0.0,0.0,118.04845890410957,231.3781506849315,0.0,0.0,89.21009132420092,182.52849315068497,0
9105,3,11,JAX,LAC,99,,,,,,,,,,,,,,,,,,,1
9106,3,5,DET,MIN,78,,,,,,,,,,,,,,,,,,,1
9109,2,7,ATL,ATL,78,0.5399606917128436,0.4630579336001949,9.0,10.519615144562758,108.1619811320755,151.9675471698113,0.0,0.0,91.33490566037736,248.89160377358496,0.0,0.0,94.73056603773584,163.65773584905662,92.01127358490564,241.52801886792452,0.0,0.0,1
9112,2,4,LV,LV,72,0.4279444444444444,0.495886035492152,8.0,8.054889350923187,66.93908333333334,197.36266666666668,90.56538888888888,184.25125,0.0,0.0,0.0,0.0,114.83404166666668,220.28095833333336,98.67016666666667,193.50754166666667,0.0,0.0,1
9114,1,10,LV,LV,69,0.43542194092827,0.4675848814503081,9.0,8.56358517520629,81.73626582278482,161.8639240506329,91.4563924050633,189.39917721518987,0.0,0.0,0.0,0.0,97.66693037974684,159.58772151898734,97.21556962025316,257.5294303797468,89.85322784810128,159.95101265822782,0
9117,3,2,CLE,CLE,79,,,,,,,,,,,,,,,,,,,1
9119,1,10,SF,SF,91,,,,,,,,,,,,,,,,,,,0
9123,3,20,IND,IND,85,,,,,,,,,,,,,,,,,,,1
9128,2,6,KC,IND,78,,,,,,,,,,,,,,,,,,,0
9130,1,10,LA,LA,77,0.3952272727272727,0.451865394644819,10.0,9.381808844501212,0.0,0.0,87.74746212121212,136.3703787878788,0.0,0.0,0.0,0.0,90.8265404040404,195.4109343434344,103.0910606060606,152.9546212121212,86.08234848484848,239.27954545454543,1
9134,2,2,KC,TB,108,0.5044256756756756,0.5034590566674267,11.0,4.500407759535651,0.0,0.0,266.9267567567568,152.72601351351355,0.0,0.0,0.0,0.0,177.9995945945946,191.43148648648648,0.0,0.0,232.5139864864865,206.10533783783785,1
9140,2,1,ARI,ARI,66,0.6503030303030304,0.370186421694848,6.0,10.851199103919468,0.0,0.0,74.02,117.05318181818184,0.0,0.0,64.2740909090909,150.35454545454547,91.9671212121212,229.73333333333332,93.44386363636364,190.1784090909091,0.0,0.0,0
9141,1,10,SF,SF,108,,,,,,,,,,,,,,,,,,,1
9142,3,4,DET,DET,68,,,,,,,,,,,,,,,,,,,1
9151,3,8,JAX,HOU,102,0.5545561594202899,0.3518977114960676,9.0,7.205194019775944,269.4413043478261,183.825,286.79597826086956,202.45445652173913,0.0,0.0,0.0,0.0,255.04503623188404,189.6893115942029,234.1529347826087,128.88380434782607,275.1593478260869,150.78663043478258,1
9152,2,8,CAR,SF,62,0.4539166666666667,0.5114243261494835,10.0,10.20664112113335,0.0,0.0,251.09076470588232,201.6347058823529,0.0,0.0,0.0,0.0,236.75284313725487,194.71650980392155,236.90476470588231,188.66076470588231,268.6935882352941,105.70999999999998,0
9155,2,6,ARI,KC,104,0.414375,0.5113615169644866,9.0,8.268194525551642,280.8402403846154,186.6376442307692,261.5798076923077,167.19788461538462,0.0,0.0,0.0,0.0,261.2994551282051,194.5383012820513,285.9456730769231,142.25653846153847,264.05182692307693,226.4485576923077,1
9156,2,1,PHI,PHI,96,,,,,,,,,,,,,,,,,,,0
9162,2,11,HOU,JAX,75,0.5386680911001656,0.3455816129705948,9.0,9.484812007756402,219.75547008547005,185.40709401709404,277.0178205128205,192.7162820512821,0.0,0.0,0.0,0.0,260.79470085470086,193.6466096866097,265.7317948717949,135.29371794871795,0.0,0.0,1
9163,2,8,CAR,SF,69,0.773884297520661,0.5512944949973873,10.0,8.234253875563962,0.0,0.0,261.10971074380166,183.1168181818182,0.0,0.0,0.0,0.0,250.6953443526171,187.24743801652892,256.80338842975203,207.1343801652893,265.26504132231406,118.42776859504131,1
9165,1,10,JAX,JAX,67,0.5947777778320605,0.3160222375089646,9.0,8.632773218807236,90.09190476190474,130.9873333333333,81.88609523809521,165.2080952380952,0.0,0.0,0.0,0.0,77.14768253968253,199.26809523809524,98.01742857142855,255.12171428571423,94.178,252.9638095238095,0
9166,2,3,PHI,ARI,97,0.6126994301994302,0.5263724455255621,10.0,7.329454240780256,274.43952991452994,242.1788034188034,259.24188034188035,200.59982905982903,255.75179487179489,212.12247863247865,0.0,0.0,276.4352136752137,174.6697008547009,275.88940170940174,166.40880341880342,262.0782905982906,201.6505982905983,1
9167,2,7,WAS,TEN,80,0.5346488764044944,0.406213713210963,11.0,8.523551644213903,255.7037640449438,203.6136516853932,177.26123595505618,186.65747191011235,0.0,0.0,0.0,0.0,282.80176029962547,246.88647940074907,0.0,0.0,277.7316011235955,156.62424157303371,0
9171,1,10,CLE,CLE,74,0.4808562691131499,0.5197187956401311,9.0,8.638960256169113,117.8280733944954,140.76642201834863,77.73954128440367,168.02220183486233,0.0,0.0,0.0,0.0,97.02573394495413,173.05733944954127,88.25256880733944,161.05137614678898,0.0,0.0,0
9172,2,2,CLE,CLE,92,,,,,,,,,,,,,,,,,,,0
9189,3,4,LA,DAL,66,0.550600414078675,0.6256047798889625,9.0,10.79949483149286,277.65975155279506,198.71031055900625,216.0373291925466,140.9411801242236,0.0,0.0,0.0,0.0,265.8634161490683,166.38213250517595,282.3068944099379,122.12285714285716,267.219099378882,207.2339751552795,1
9191,2,14,TB,KC,72,0.8099999999939262,0.4191928517852131,9.0,8.587041143980118,255.06652173913045,250.15326086956517,274.4366304347826,235.5547826086957,0.0,0.0,0.0,0.0,260.9532971014492,262.7110507246377,281.8266304347826,209.84956521739133,230.7567391304348,198.62097826086955,0
9195,2,7,SEA,SEA,82,,,,,,,,,,,,,,,,,,,1
9197,2,10,CAR,CAR,62,,,,,,,,,,,,,,,,,,,1
9200,3,10,SEA,SEA,79,0.7260084541062802,0.4019433476126666,7.0,10.070022514456298,83.86202898550724,146.44072463768117,96.8809420289855,166.01347826086953,0.0,0.0,0.0,0.0,92.22572463768115,200.6473913043478,96.1236231884058,245.38391304347823,83.37492753623188,152.59905797101447,0
9205,3,2,MIA,BAL,108,,,,,,,,,,,,,,,,,,,0
9209,3,7,KC,TB,93,0.5760196079997455,0.5068691940006547,7.0,10.818999721055455,260.7025882352941,199.7024705882353,275.81035294117646,183.3583529411765,0.0,0.0,0.0,0.0,222.31405882352945,112.68323529411764,0.0,0.0,267.75937254901953,157.48309803921566,0
9213,1,10,GB,GB,91,0.574916173533024,0.4557403941209026,9.0,8.62109610763123,107.89224852071008,170.28272189349113,96.08878698224852,117.42866863905326,0.0,0.0,0.0,0.0,93.94741617357002,171.16053254437873,0.0,0.0,89.07112426035503,218.2155325443787,1
9214,1,10,TEN,NYG,77,0.4837037037037037,0.4264384457812677,9.0,8.087399397702947,242.69975308641975,243.1030864197531,283.7453703703704,196.39635802469135,276.16197530864196,180.7012345679012,0.0,0.0,246.7322222222222,226.03966049382717,283.6766049382716,138.3922839506173,267.71320987654315,186.31061728395065,0
